YQ,PCEDEF,ND,S,INF,Con_Growth,Div_index,DG_Index,DG_SMALL LoBM,DG_ME1 BM2,DG_ME1 BM3,DG_ME1 BM4,DG_SMALL HiBM,DG_ME2 BM1,DG_ME2 BM2,DG_ME2 BM3,DG_ME2 BM4,DG_ME2 BM5,DG_ME3 BM1,DG_ME3 BM2,DG_ME3 BM3,DG_ME3 BM4,DG_ME3 BM5,DG_ME4 BM1,DG_ME4 BM2,DG_ME4 BM3,DG_ME4 BM4,DG_ME4 BM5,DG_BIG LoBM,DG_ME5 BM2,DG_ME5 BM3,DG_ME5 BM4,DG_BIG HiBM,r_SMALL LoBM,r_ME1 BM2,r_ME1 BM3,r_ME1 BM4,r_SMALL HiBM,r_ME2 BM1,r_ME2 BM2,r_ME2 BM3,r_ME2 BM4,r_ME2 BM5,r_ME3 BM1,r_ME3 BM2,r_ME3 BM3,r_ME3 BM4,r_ME3 BM5,r_ME4 BM1,r_ME4 BM2,r_ME4 BM3,r_ME4 BM4,r_ME4 BM5,r_BIG LoBM,r_ME5 BM2,r_ME5 BM3,r_ME5 BM4,r_BIG HiBM,rf,PD_SMALL LoBM,PD_ME1 BM2,PD_ME1 BM3,PD_ME1 BM4,PD_SMALL HiBM,PD_ME2 BM1,PD_ME2 BM2,PD_ME2 BM3,PD_ME2 BM4,PD_ME2 BM5,PD_ME3 BM1,PD_ME3 BM2,PD_ME3 BM3,PD_ME3 BM4,PD_ME3 BM5,PD_ME4 BM1,PD_ME4 BM2,PD_ME4 BM3,PD_ME4 BM4,PD_ME4 BM5,PD_BIG LoBM,PD_ME5 BM2,PD_ME5 BM3,PD_ME5 BM4,PD_BIG HiBM,Rex_SMALL LoBM,Rex_ME1 BM2,Rex_ME1 BM3,Rex_ME1 BM4,Rex_SMALL HiBM,Rex_ME2 BM1,Rex_ME2 BM2,Rex_ME2 BM3,Rex_ME2 BM4,Rex_ME2 BM5,Rex_ME3 BM1,Rex_ME3 BM2,Rex_ME3 BM3,Rex_ME3 BM4,Rex_ME3 BM5,Rex_ME4 BM1,Rex_ME4 BM2,Rex_ME4 BM3,Rex_ME4 BM4,Rex_ME4 BM5,Rex_BIG LoBM,Rex_ME5 BM2,Rex_ME5 BM3,Rex_ME5 BM4,Rex_BIG HiBM
1963Q2,20.236,4122,7738,0.00938,0.00481,0.02081,0.01882,0.030781224,-0.05211352,-0.053442977,-0.022220389,0.029003299,-0.060878917,-0.004763146,-0.025936787,0.011452256,-0.010555764,-0.033184271,0.005367802,0.000297701,0.024121616,0.004467381,-0.039532134,-0.001419405,0.018110777,0.002374255,0.012652862,0.068707048,0.001740135,-0.016743127,0.020748733,0.023439313,0.112873444,0.014647499,0.021656548,0.044280424,0.088339325,0.037118208,0.054200633,-0.015391614,0.061308975,0.079026083,0.042173654,0.041171598,0.028473943,0.043497118,0.089347525,0.037139768,0.027862235,0.033050313,0.074320422,0.085315421,0.039604806,0.019588594,0.059608493,0.032287813,0.113927157,-0.00199,5.120421036,5.14409561,5.052179642,4.762515924,5.254756503,5.045709534,4.781671494,4.659164592,4.596544751,4.904410368,5.123901904,4.789154256,4.700203949,4.580978437,4.620941514,5.141652387,4.805877803,4.670102515,4.557840719,4.802874883,5.013250229,4.867434939,4.630775218,4.554656502,4.57756721,0.128523444,0.030297499,0.037306548,0.059930424,0.103989325,0.052768208,0.069850633,0.000258386,0.076958975,0.094676083,0.057823654,0.056821598,0.044123943,0.059147118,0.104997525,0.052789768,0.043512235,0.048700313,0.089970422,0.100965421,0.055254806,0.035238594,0.075258493,0.047937813,0.129577157
1963Q3,20.51,4144,7843,0.01345,0.01065,0.02104,0.01124,-0.064791171,0.01015562,0.039918751,-0.003204119,0.125106616,-0.07038415,-0.032146603,-0.024445721,-0.04497979,0.026765873,0.032436098,0.008360617,-0.023245345,-0.042175796,0.036033917,0.018210725,-0.00689612,0.018040918,-0.008846078,0.047806023,0.021838021,0.033097107,0.004598703,-0.01866702,0.021122967,0.020572157,0.011186738,0.003692722,0.001480991,0.02258124,-0.009108655,0.024476592,0.01989545,0.003007804,0.030746056,-0.024320278,0.012426455,0.032875435,0.013056372,0.003824072,0.011389948,-0.000470922,0.013704828,0.010657588,0.004984897,0.037834706,0.030426904,0.04023001,0.062508443,0.006041812,-0.0054,5.202513256,5.210856629,5.127279168,4.829016737,5.314092529,5.143706659,4.840635273,4.669709764,4.646401471,4.993992216,5.19925983,4.824958052,4.728380191,4.600353939,4.705821658,5.218324289,4.835159443,4.685042051,4.629786886,4.875537442,4.984147987,4.885283398,4.707126837,4.566195582,4.668055055,0.036222157,0.026836738,0.019342722,0.017130991,0.03823124,0.006541345,0.040126592,0.03554545,0.018657804,0.046396056,-0.008670278,0.028076455,0.048525435,0.028706372,0.019474072,0.027039948,0.015179078,0.029354828,0.026307588,0.020634897,0.053484706,0.046076904,0.05588001,0.078158443,0.021691812
1963Q4,20.681,4123,7919,0.0083,0.00457,0.02164,0.02824,-0.268933797,-0.036321757,0.07389831,-0.006323296,0.090848465,-0.008389008,-0.023928912,-0.011910109,0.005478552,0.031463921,0.032377976,-0.005835482,-0.0158024,-0.015712249,0.013573028,0.036266009,0.00342311,0.009678897,-0.011172003,0.12805324,0.065937251,0.028888848,0.011890814,-0.033805135,0.02178501,-0.049061325,-0.062410499,-0.022709333,-0.035661947,-0.005154063,-0.046087824,0.008758566,0.018014183,0.019360136,0.029713117,-0.011939589,-0.000525469,0.021686669,0.01793817,-0.007272934,-0.021154969,0.004296461,0.024971724,0.085671775,0.086910779,0.05492028,0.041949752,-0.008177552,0.018513196,0.027086578,0.00036,5.287876585,5.211887747,5.091053139,4.833701847,5.211567153,5.204982154,4.897258468,4.714050935,4.694389065,4.997972399,5.142503454,4.82902389,4.784500971,4.655586107,4.673611813,5.211503512,4.841584641,4.68070596,4.649290552,4.832716316,5.000144672,4.882613195,4.742758143,4.647371045,4.6529739,-0.033411325,-0.046760499,-0.007059333,-0.020011947,0.010495937,-0.030437824,0.024408566,0.033664183,0.035010136,0.045363117,0.003710411,0.015124531,0.037336669,0.03358817,0.008377066,-0.005504969,0.019946461,0.040621724,0.101321775,0.102560779,0.07057028,0.057599752,0.007472448,0.034163196,0.042736578
1964Q1,21.087,4181,8020,0.01944,0.01312,0.02211,0.02147,-0.103326162,0.008618743,0.096047475,-0.01714954,0.035904217,-0.061281503,-0.01602426,-0.02161813,0.003163417,0.119621931,0.031136224,0.015493344,0.005201868,-0.024797845,0.031719052,0.003759793,-0.002793092,0.017988881,0.003493011,0.042214653,0.035989717,0.04477224,0.008354694,-0.001557523,0.028271522,0.070122708,0.066282806,0.07922762,0.071127915,0.113753056,0.013734187,0.036950261,0.087512971,0.082608198,0.152655596,-0.01105096,0.056661195,0.078662854,0.120964345,0.12691594,0.036271436,0.055659514,0.080743723,0.166633168,0.077571353,0.054010368,0.036333306,0.056555971,0.085408212,0.045370164,-0.01062,5.507749058,5.185799006,4.994445496,4.804363196,5.115564625,5.167283338,4.929945945,4.743975227,4.70827065,4.996221595,5.098185889,4.834333903,4.82199004,4.689236526,4.652765851,5.154082535,4.842457992,4.695998786,4.74613433,4.791573855,4.989127701,4.895674099,4.722689777,4.699689377,4.658275468,0.085772708,0.081932806,0.09487762,0.086777915,0.129403056,0.029384187,0.052600261,0.103162971,0.098258198,0.168305596,0.00459904,0.072311195,0.094312854,0.136614345,0.14256594,0.051921436,0.071309514,0.096393723,0.182283168,0.093221353,0.069660368,0.051983306,0.072205971,0.101058212,0.061020164
1964Q2,21.46,4247,8107,0.01753,0.01246,0.0226,0.02154,-0.136292967,0.024866677,0.044249286,-0.004138728,0.061779868,-0.090887902,-0.022328829,-0.007781584,0.019879895,0.09128122,0.02418856,0.003363638,0.010392415,-0.012155603,0.047778271,0.028861579,0.028601624,0.024578741,0.007030166,0.049842557,0.03411767,0.030082737,0.008908435,0.006907959,0.019550645,-0.011534962,0.011990019,0.006368901,-0.00472226,0.011392303,0.025907985,-0.025953152,0.043459621,0.004636809,0.044481789,-0.023753272,0.018335085,0.014338197,0.029360274,0.017628436,-0.012507021,0.032691097,0.035422665,0.025577397,0.040590758,0.025644691,0.038374768,0.017675405,0.036405312,0.072522278,-0.0089,5.681197928,5.243463069,4.97762564,4.892640651,5.193413464,5.242299028,4.982920466,4.853106329,4.787715431,5.02925526,5.055998706,4.875501753,4.895451025,4.834998716,4.74796274,5.186594177,4.900910599,4.758753627,4.909274487,4.826930554,5.007148352,4.887235165,4.770891054,4.786655112,4.67537411,0.004115038,0.027640019,0.022018901,0.01092774,0.027042303,0.041557985,-0.010303152,0.059109621,0.020286809,0.060131789,-0.008103272,0.033985085,0.029988197,0.045010274,0.033278436,0.003142979,0.048341097,0.051072665,0.041227397,0.056240758,0.041294691,0.054024768,0.033325405,0.052055312,0.088172278
1964Q3,21.857,4314,8185,0.01833,0.01167,0.02316,0.02486,0.007805459,-0.001111559,0.020546069,0.02796665,0.02550893,0.028376247,0.008719717,0.044190333,0.060315585,0.096307347,-0.040406164,0.000833026,0.037012479,0.070196715,0.016788563,0.014609143,0.043889337,0.01034789,0.075091127,0.029607842,0.0261401,0.013543692,0.02078536,0.034340258,0.045338269,0.065967425,0.050053716,0.077404342,0.037032358,0.075239821,0.018447481,0.014871262,0.040817243,0.045136514,0.04356159,0.011736375,0.03706967,0.058446426,0.051856213,0.01964496,0.025356382,0.058366435,0.059390924,0.055819249,0.067514269,0.037284694,-0.003145262,0.070086915,0.042964566,0.03771917,-0.01004,5.805955934,5.230586411,4.939745255,4.892057119,5.143025899,5.359094914,4.979296143,4.904347535,4.772472346,4.982455828,5.008056874,4.8904732,4.899396807,4.876514593,4.717812905,5.145225578,4.905000072,4.769597551,4.927821718,4.817678755,4.998675374,4.895527196,4.779658024,4.816152465,4.728345743,0.081617425,0.065703716,0.093054342,0.052682358,0.090889821,0.034097481,0.030521262,0.056467243,0.060786514,0.05921159,0.027386375,0.05271967,0.074096426,0.067506213,0.03529496,0.041006382,0.074016435,0.075040924,0.071469249,0.083164269,0.052934694,0.012504738,0.085736915,0.058614566,0.05336917
1964Q4,21.919,4307,8269,0.00283,0.00614,0.02358,0.01771,0.094536129,0.02876396,-0.01071284,0.068945928,0.026254397,-0.043890069,0.042445647,0.016741762,0.029535448,0.069270739,-0.039816362,0.015507272,0.060890485,0.030422787,0.039133975,0.024172405,0.031715334,0.018379753,0.101564681,0.00955713,0.012866229,0.011921029,0.016908108,0.032523592,0.012773028,0.001360366,-0.027540804,-0.000384855,-0.011414442,0.015046754,-0.01359445,0.006045415,0.024649198,-0.028444476,-0.024039302,0.042892094,0.038321587,0.008611311,-0.010488668,0.009275989,0.020856683,0.021390335,-0.020566598,0.003798619,-0.032918902,0.012339088,0.011633767,0.005090099,-0.029518381,-0.037229083,0.00615,5.8641179,5.281751687,4.996603528,4.901122828,5.19275679,5.349166148,4.985447688,4.900974444,4.757293274,4.92971007,5.060199413,4.926709844,4.920830754,4.85817409,4.720669302,5.155972817,4.91947717,4.818640586,4.908549841,4.855585182,5.009819967,4.878838243,4.828959578,4.824776773,4.720726644,0.017010366,-0.011890804,0.015265145,0.004235558,0.030696754,0.00205555,0.021695415,0.040299198,-0.012794476,-0.008389302,0.058542094,0.053971587,0.024261311,0.005161332,0.024925989,0.036506683,0.037040335,-0.004916598,0.019448619,-0.017268902,0.027989088,0.027283767,0.020740099,-0.013868381,-0.021579083
1965Q1,22.408,4336,8341,0.02206,0.00799,0.02409,0.02147,-0.032208313,0.028821943,-0.025994957,0.023345134,0.045084798,0.022093059,0.011316596,0.053336756,0.047447225,0.092061827,-0.024395339,0.009324478,0.047879855,0.068508238,0.031251617,0.039481919,0.047395857,0.028481024,0.048337187,0.029014825,0.018962386,0.006563919,0.021744465,0.021613671,0.042809729,0.110883967,0.086251659,0.100265155,0.116306848,0.145201692,0.124990237,0.069515203,0.103593017,0.090810127,0.094858133,0.080809009,0.095870371,0.086414841,0.095232496,0.098540337,0.067020507,0.064851571,0.075449419,0.077797174,0.103494193,0.028829321,-0.012480566,0.00135251,0.016643442,0.016612785,-0.01243,5.770942137,5.225446923,5.006931513,4.820762457,5.181549147,5.379461767,4.949047456,4.90888188,4.699313351,4.836400029,5.14290787,4.94952416,4.868551581,4.817262635,4.690811316,5.152657094,4.909152171,4.779694235,4.81078378,4.81310915,5.009292827,4.87855098,4.817141569,4.762734801,4.670724533,0.126533967,0.101901659,0.115915155,0.131956848,0.160851692,0.140640237,0.085165203,0.119243017,0.106460127,0.110508133,0.096459009,0.111520371,0.102064841,0.110882496,0.114190337,0.082670507,0.080501571,0.091099419,0.093447174,0.119144193,0.044479321,0.003169434,0.01700251,0.032293442,0.032262785
1965Q2,22.655,4366,8444,0.01096,0.01043,0.02477,0.02762,0.046751121,-0.012519951,-0.016806918,0.050047216,0.065703043,-0.000190138,0.021530495,0.039946838,0.01646553,0.048446278,-0.028642776,0.00553784,0.039911121,0.064503032,0.041292652,0.048395196,0.022027953,0.024962854,0.047548665,0.035022076,0.033882505,0.010760764,0.019458825,0.017555818,0.046801355,-0.103230702,-0.10017988,-0.06806846,-0.054931446,-0.072876082,-0.101804597,-0.054788079,-0.073952872,-0.049976491,-0.066491293,-0.053879115,-0.07102949,-0.069158587,-0.072398259,-0.036842453,-0.058084369,-0.048004984,-0.058072355,-0.05939631,-0.109023874,-0.014789483,-0.017232209,-0.03867694,-0.029957687,-0.059617654,-0.00115,5.914034417,5.282876639,5.133191626,4.913724171,5.281666041,5.482358944,5.007246063,4.959138141,4.742676253,4.839196335,5.248112218,5.036070052,4.907086567,4.843986893,4.758100037,5.180195681,4.926607884,4.82666263,4.840243767,4.887588518,5.019159762,4.859506496,4.796749614,4.757764572,4.644527588,-0.087580702,-0.08452988,-0.05241846,-0.039281446,-0.057226082,-0.086154597,-0.039138079,-0.058302872,-0.034326491,-0.050841293,-0.038229115,-0.05537949,-0.053508587,-0.056748259,-0.021192453,-0.042434369,-0.032354984,-0.042422355,-0.04374631,-0.093373874,0.000860517,-0.001582209,-0.02302694,-0.014307687,-0.043967654
1965Q3,23.044,4417,8531,0.01702,0.01071,0.02515,0.01546,0.055362002,0.019664444,0.054758383,-0.012377661,0.06920559,0.040105354,0.028289755,0.040635407,-0.006266803,0.062614487,0.06782024,0.083346725,0.018448253,0.044647111,0.045942871,0.017029971,0.002721094,0.025846305,0.019191851,0.047619825,0.017809379,0.010110932,0.018122634,0.023620614,0.000356023,0.084918418,0.139511787,0.092063263,0.093324798,0.105472726,0.159663726,0.083219994,0.096418802,0.119247488,0.103799315,0.111493377,0.113202461,0.125092475,0.116214302,0.144663249,0.092980307,0.103132429,0.095496608,0.077584684,0.128536626,0.080014491,0.028053556,0.06742921,0.078300684,0.095638334,-0.00735,5.764052593,5.195216711,5.081930084,4.808745509,5.143086916,5.380744486,4.930927488,4.845238431,4.676234232,4.724258764,5.222875879,4.959502723,4.798016859,4.707085603,4.679964932,5.073716116,4.856574948,4.743627422,4.733298793,4.743542569,4.970487774,4.831513523,4.738613848,4.710251066,4.53810858,0.100568418,0.155161787,0.107713263,0.108974798,0.121122726,0.175313726,0.098869994,0.112068802,0.134897488,0.119449315,0.127143377,0.128852461,0.140742475,0.131864302,0.160313249,0.108630307,0.118782429,0.111146608,0.093234684,0.144186626,0.095664491,0.043703556,0.08307921,0.093950684,0.111288334
1965Q4,23.692,4566,8647,0.02773,0.02026,0.02584,0.02688,-0.004369454,0.027027532,0.099472376,-0.059351356,0.111813053,0.026251337,-0.014379384,0.049012022,0.034798195,0.019442788,0.038789482,0.064150084,0.024982057,0.072890384,0.061586362,-0.003380596,0.022035611,0.011931333,0.018928041,0.047710673,0.021515568,0.026089804,0.038836358,0.016439183,-0.001697036,0.162734717,0.210003891,0.099363816,0.164694176,0.190586684,0.089653627,0.155579759,0.102825482,0.127532252,0.154593909,0.096602522,0.082408985,0.142050439,0.086705689,0.121978652,0.085754522,0.063882289,0.069377437,0.090679914,0.170368378,0.029208837,-0.026969653,0.046447257,0.047020707,0.049364664,-0.0178,5.79360901,5.315064053,5.119234965,4.914447967,5.179354052,5.500302858,4.985857727,4.901021826,4.801748523,4.765443592,5.266549016,4.989358459,4.904661081,4.778652794,4.77868531,5.149666452,4.956986283,4.813277725,4.791691626,4.82445937,5.032692886,4.849456147,4.787920424,4.764931137,4.633390891,0.178384717,0.225653891,0.115013816,0.180344176,0.206236684,0.105303627,0.171229759,0.118475482,0.143182252,0.170243909,0.112252522,0.098058985,0.157700439,0.102355689,0.137628652,0.101404522,0.079532289,0.085027437,0.106329914,0.186018378,0.044858837,-0.011319653,0.062097257,0.062670707,0.065014664
1966Q1,24.042,4587,8715,0.01466,0.00671,0.02635,0.01957,0.195341899,-0.00446521,0.044920411,0.003750457,0.056827069,0.194168093,0.037576586,0.050568622,0.016699056,0.017461014,0.046119986,0.039626199,0.016395627,0.028140844,0.039450044,0.015632056,0.015499806,0.022095601,0.02403689,0.064688648,0.014899123,0.025068124,0.02370936,0.041764638,0.009172394,0.133168333,0.10112095,0.064389033,0.125758849,0.132140251,0.094292924,0.077253184,0.036674049,0.006471794,0.076927416,0.01780293,-0.015498847,0.0412405,0.020977142,0.048933591,0.019769424,-0.011141638,0.009150256,0.017843017,0.038126715,-0.037801852,-0.073299782,-0.019275195,-0.021606187,-0.04176739,-0.00372,5.960713181,5.498040413,5.119126405,5.138493499,5.258127683,5.563705148,5.15581687,4.954835286,4.894482579,4.900594713,5.324362056,5.007617359,5.021729463,4.792468099,4.8390776,5.23880157,4.998832961,4.870723829,4.863443499,4.947117075,5.040386155,4.79639669,4.795531323,4.795512661,4.684452591,0.148818333,0.11677095,0.080039033,0.141408849,0.147790251,0.109942924,0.092903184,0.052324049,0.022121794,0.092577416,0.03345293,0.000151153,0.0568905,0.036627142,0.064583591,0.035419424,0.004508362,0.024800256,0.033493017,0.053776715,-0.022151852,-0.057649782,-0.003625195,-0.005956187,-0.02611739
1966Q2,24.103,4619,8787,0.00253,0.00778,0.02674,0.01474,0.0331534,0.017784254,0.069382796,-0.009276783,0.037730609,0.019726443,0.024708974,0.04656491,0.027932735,0.036419763,0.063428609,0.054304894,0.01672785,0.023732119,0.033161467,0.006531962,0.010040699,0.019116285,0.022756355,0.070069343,0.000735289,0.023465179,0.026131194,0.046672768,0.002876058,-0.04058668,-0.101295406,-0.050529616,-0.038289258,-0.09007775,-0.061909434,-0.062480863,-0.058894382,-0.050250995,-0.015838078,-0.028546033,-0.04706062,-0.030283585,-0.081262575,-0.091056035,-0.024974512,-0.04027196,-0.043371274,-0.021115549,-0.117308622,-0.048990656,-0.045576098,-0.053461088,-0.032147954,-0.05319685,0.00886,5.898539615,5.603626572,5.138595028,5.260501891,5.333440864,5.463829979,5.195493469,4.940940712,4.884255317,4.960061116,5.296045,4.952492314,5.046574336,4.785304397,4.848561147,5.242938937,4.972191517,4.857778484,4.857249626,4.920555142,4.98768518,4.698028784,4.752546767,4.732141836,4.633512807,-0.02493668,-0.085645406,-0.034879616,-0.022639258,-0.07442775,-0.046259434,-0.046830863,-0.043244382,-0.034600995,-0.000188078,-0.012896033,-0.03141062,-0.014633585,-0.065612575,-0.075406035,-0.009324512,-0.02462196,-0.027721274,-0.005465549,-0.101658622,-0.033340656,-0.029926098,-0.037811088,-0.016497954,-0.03754685
1966Q3,24.379,4638,8832,0.01139,0.00477,0.02728,0.02014,5.27834E-06,0.117468244,0.018542084,0.125647477,0.110859019,0.029928459,0.056904205,0.023940442,0.07207428,0.053267291,-0.001996602,-0.014843634,0.108343687,0.017184095,0.076378202,-0.004313874,0.033728308,0.065614763,0.026505453,0.068339518,0.003335732,-0.030150495,0.035589977,0.033380332,0.046970059,-0.174089406,-0.154973505,-0.154608069,-0.144705024,-0.139777102,-0.192195762,-0.129436142,-0.135944028,-0.15123938,-0.16183603,-0.151352943,-0.163498806,-0.097133225,-0.124934814,-0.128736226,-0.121764722,-0.102964956,-0.123944485,-0.144535979,-0.136360277,-0.111220055,-0.106468763,-0.06977398,-0.062898359,-0.125248104,0.00052,5.824799534,5.484546912,5.018682616,5.231489415,5.205632506,5.382194101,5.108303632,4.835481421,4.806071587,4.907803275,5.204070358,4.851126799,4.999562901,4.680309703,4.724343646,5.211432463,4.921878858,4.795290925,4.813377722,4.733177177,4.937959235,4.628987508,4.672954486,4.653321113,4.577439899,-0.158439406,-0.139323505,-0.138958069,-0.129055024,-0.124127102,-0.176545762,-0.113786142,-0.120294028,-0.13558938,-0.14618603,-0.135702943,-0.147848806,-0.081483225,-0.109284814,-0.113086226,-0.106114722,-0.087314956,-0.108294485,-0.128885979,-0.120710277,-0.095570055,-0.090818763,-0.05412398,-0.047248359,-0.109598104
1966Q4,24.48,4611,8901,0.00413,0.00311,0.02709,-0.0069,-0.008388188,0.090546084,0.006031889,0.118217507,0.081137846,0.041916599,0.067226084,0.049832452,0.030390768,0.071408249,-0.007577264,0.022873641,0.096490352,0.031238016,0.043266326,-0.00176148,0.06583732,0.075555097,0.040161174,0.015026976,-0.043040709,-0.042682395,0.019114533,0.048237293,0.034809458,0.029683713,0.012051583,0.008981146,0.016316757,0.012195006,0.06055229,0.047227509,0.066096531,0.03026748,0.019786902,0.0960623,0.091230289,0.049676276,0.108512674,0.006588788,0.110507131,0.078076055,0.050413772,0.083451637,0.030972372,0.048545096,0.062639823,0.066484379,0.033551874,0.037509457,0.00786,5.650704849,5.212105163,4.845532462,4.961136914,4.954996386,5.16006988,4.921963285,4.675596951,4.582757927,4.692699954,5.054714017,4.702471627,4.79408599,4.538190795,4.519229217,5.093981615,4.785185594,4.605731677,4.64233629,4.528477382,4.823403448,4.55266924,4.567590529,4.557042422,4.405221735,0.045333713,0.027701583,0.024631146,0.031966757,0.027845006,0.07620229,0.062877509,0.081746531,0.04591748,0.035436902,0.1117123,0.106880289,0.065326276,0.124162674,0.022238788,0.126157131,0.093726055,0.066063772,0.099101637,0.046622372,0.064195096,0.078289823,0.082134379,0.049201874,0.053159457
1967Q1,24.621,4651,8961,0.00574,0.00737,0.02741,0.01142,-0.012431564,0.074019888,0.027834626,0.090150629,0.104313343,-0.159999278,0.039929397,0.01281169,0.050566008,0.040084086,-0.00485875,0.019230682,0.07856928,0.027524193,0.068723983,-0.00175062,0.013896426,0.056454712,0.035178485,0.048592817,-0.004101823,-0.048468858,0.023800431,0.035110357,0.031345658,0.326034471,0.285702716,0.274378903,0.2997556,0.259928926,0.251233781,0.233495932,0.227390317,0.255889917,0.252648583,0.2262012,0.203870308,0.169746866,0.201521015,0.171976741,0.173868016,0.091747475,0.131453453,0.174765572,0.182952549,0.131877041,0.099550126,0.060883023,0.101880295,0.15634696,0.00566,5.688776751,5.133610661,4.84848172,4.859236164,4.886053546,5.178705571,4.901964709,4.69186103,4.582634639,4.641078607,5.158353581,4.770828276,4.747271914,4.615465452,4.48255168,5.206250227,4.797424328,4.580590352,4.685626753,4.544422779,4.914989254,4.657991458,4.614960375,4.542357004,4.407921734,0.341684471,0.301352716,0.290028903,0.3154056,0.275578926,0.266883781,0.249145932,0.243040317,0.271539917,0.268298583,0.2418512,0.219520308,0.185396866,0.217171015,0.187626741,0.189518016,0.107397475,0.147103453,0.190415572,0.198602549,0.147527041,0.115200126,0.076533023,0.117530295,0.17199696
1967Q2,24.958,4674,9025,0.01359,0.00637,0.02736,-0.0016,0.027326351,0.093718222,0.001005648,0.085389754,0.090866448,0.013264046,0.061528239,0.018754659,0.037422062,0.051468345,-0.023489039,0.015319888,0.085164826,0.009443818,0.062015303,-0.020379104,0.05269333,0.056161361,0.031470238,0.039125766,-0.035285359,-0.048491279,0.024282054,0.01861708,0.033167726,0.209193442,0.131527639,0.136637607,0.148235831,0.116267294,0.112743741,0.105616474,0.112046556,0.086548568,0.055718003,0.070824219,0.09518857,0.043175767,0.092379933,0.032851185,0.069445407,0.038079944,0.02726846,0.102091096,0.070261497,0.016115312,-0.016235222,-0.035388154,0.015584539,-0.000475419,-0.00442,6.027242786,5.345293489,5.095025996,5.068841135,5.041669128,5.58993863,5.095531244,4.906439657,4.787958548,4.853643104,5.389413531,4.955467902,4.838449501,4.789462274,4.585804437,5.381868862,4.875275377,4.655589093,4.82521384,4.678782511,5.050968118,4.806010442,4.652042966,4.609126942,4.532923036,0.224843442,0.147177639,0.152287607,0.163885831,0.131917294,0.128393741,0.121266474,0.127696556,0.102198568,0.071368003,0.086474219,0.11083857,0.058825767,0.108029933,0.048501185,0.085095407,0.053729944,0.04291846,0.117741096,0.085911497,0.031765312,-0.000585222,-0.019738154,0.031234539,0.015174581
1967Q3,25.086,4657,9123,0.00512,0.0059,0.02758,0.00789,0.01079718,0.033013965,0.081876487,0.056976661,0.026850207,-0.075360898,0.024949896,0.006280991,0.049070999,0.048693838,-0.070675865,0.046980539,0.043284176,0.07567901,-0.003180626,0.050003475,0.020739184,0.009531223,0.050899947,0.049091217,-0.032123065,0.032614961,0.00220178,0.029711862,0.03724352,0.190757892,0.18524772,0.18479419,0.139710305,0.174276377,0.098127527,0.098789018,0.159271028,0.140270388,0.114014693,0.073858175,0.065789283,0.091075861,0.121326478,0.119711533,0.070867486,0.042572988,0.053876026,0.11018655,0.118504038,0.07048503,0.067322607,0.027456422,0.067618242,0.066628285,0.00449,6.209109876,5.383102906,5.230657955,5.131687212,5.067069974,5.689418325,5.13961948,4.999731554,4.837085054,4.857892763,5.483726789,5.035336584,4.796460442,4.872398389,4.556640319,5.471693373,4.860661991,4.626696192,4.895834699,4.709918242,5.102368789,4.8382665,4.592372759,4.6060944,4.499279891,0.206407892,0.20089772,0.20044419,0.155360305,0.189926377,0.113777527,0.114439018,0.174921028,0.155920388,0.129664693,0.089508175,0.081439283,0.106725861,0.136976478,0.135361533,0.086517486,0.058222988,0.069526026,0.12583655,0.134154038,0.08613503,0.082972607,0.043106422,0.083268242,0.082278285
1967Q4,25.239,4665,9174,0.00608,0.00427,0.02753,-0.00192,0.097231091,0.042761776,0.063553266,0.043174422,0.009233207,-0.106745299,0.019057106,0.004604835,0.021181922,0.052152264,-0.075766625,0.02464074,0.063737268,0.041220397,0.016019915,0.045571281,0.004326102,-0.003093604,0.061948959,0.034854981,-0.082551399,0.059443736,0.017074202,0.008477916,0.014513667,0.126113151,0.089711346,0.049565276,0.056063433,0.051876528,0.113512816,0.042500211,0.11683893,0.031448627,0.027487065,0.062377032,0.030504816,0.029023797,0.003073908,0.028191687,-0.003126211,-0.034934563,-0.023882775,0.013896327,-0.035120583,0.023584254,-0.015197071,-0.015594991,-0.025043079,-0.051646374,0.00459,6.389070588,5.535336662,5.333575658,5.214420856,5.214496145,5.86290675,5.213458601,5.152721591,4.928284443,4.923213617,5.628260829,5.054145328,4.844252127,4.918045857,4.679532479,5.492557384,4.882495795,4.671040994,4.955121302,4.779331063,5.204976885,4.872974146,4.617627401,4.644000781,4.528664657,0.141763151,0.105361346,0.065215276,0.071713433,0.067526528,0.129162816,0.058150211,0.13248893,0.047098627,0.043137065,0.078027032,0.046154816,0.044673797,0.018723908,0.043841687,0.012523789,-0.019284563,-0.008232775,0.029546327,-0.019470583,0.039234254,0.000452929,5.50089E-05,-0.009393079,-0.035996374
